,loan_amnt,int_rate,installment,emp_length,annual_inc,loan_status,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,pub_rec_bankruptcies,home_ownership_ANY,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,verification_status_Not Verified,verification_status_Source Verified,verification_status_Verified,term_ 36 months,term_ 60 months,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation
4654,1500.0,8.81,47.57,10,73000.0,1,27.98,0.0,0.0,13.0,0.0,7887.0,48.4,36.0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4660,6025.0,15.57,210.55,0,67000.0,1,19.38,0.0,1.0,13.0,0.0,5772.0,51.9,18.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4672,15000.0,17.19,374.33,2,100000.0,1,18.73,0.0,2.0,26.0,0.0,17092.0,22.1,55.0,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4673,26000.0,13.08,592.65,1,50000.0,1,30.94,0.0,0.0,10.0,0.0,17237.0,58.6,32.0,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4739,8000.0,20.0,297.31,2,130000.0,1,20.02,0.0,1.0,12.0,0.0,39424.0,84.1,40.0,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4793,1100.0,7.56,34.25,1,92000.0,1,11.31,0.0,0.0,7.0,0.0,171.0,0.3,18.0,0.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4861,14925.0,16.4,366.13,3,133500.0,1,4.67,0.0,0.0,8.0,0.0,17569.0,74.1,13.0,0.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4875,14000.0,12.4,314.26,8,190000.0,1,2.72,0.0,0.0,13.0,0.0,20631.0,37.0,35.0,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4880,1000.0,10.33,32.43,0,13000.0,1,10.09,0.0,1.0,11.0,1.0,802.0,6.4,22.0,1.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4908,12000.0,20.0,317.93,10,50960.0,1,26.65,0.0,0.0,6.0,1.0,23518.0,94.4,12.0,1.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4915,24000.0,8.19,754.18,10,50000.0,1,78.11,0.0,2.0,11.0,0.0,12423.0,40.2,38.0,0.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4921,4800.0,8.19,150.84,7,110000.0,1,10.19,2.0,1.0,14.0,0.0,2796.0,8.4,38.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4954,4000.0,17.19,142.99,6,50000.0,1,15.87,0.0,2.0,9.0,0.0,2728.0,20.2,12.0,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4977,40000.0,6.46,1225.24,4,103000.0,1,9.2,0.0,0.0,6.0,0.0,5552.0,10.1,16.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4997,12000.0,8.81,380.54,0,82000.0,1,26.91,0.0,0.0,9.0,0.0,497.0,6.2,25.0,0.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5106,12000.0,12.4,400.87,3,53000.0,1,7.68,0.0,0.0,6.0,0.0,10671.0,59.0,20.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5142,2800.0,10.33,90.79,3,58000.0,1,10.26,0.0,1.0,13.0,0.0,517.0,1.7,14.0,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5178,16000.0,12.4,534.5,1,100000.0,1,23.15,0.0,2.0,14.0,0.0,30635.0,91.2,26.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5264,20000.0,13.9,464.33,10,40000.0,1,19.65,0.0,0.0,13.0,0.0,12237.0,66.5,17.0,0.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5340,4800.0,7.02,148.26,0,58000.0,1,8.73,0.0,0.0,8.0,0.0,1830.0,13.1,16.0,0.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5356,9600.0,13.08,323.84,10,27000.0,1,26.76,0.0,0.0,8.0,0.0,15814.0,45.3,15.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5408,25000.0,7.56,778.35,10,74000.0,1,31.93,0.0,0.0,13.0,0.0,52884.0,3.7,26.0,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5415,18500.0,13.08,421.69,3,88000.0,1,16.26,0.0,1.0,10.0,0.0,7084.0,32.6,25.0,0.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
5419,1000.0,30.79,42.89,10,53000.0,1,22.19,0.0,0.0,12.0,0.0,10099.0,22.5,25.0,0.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5481,6000.0,28.8,250.79,7,63000.0,1,25.64,0.0,1.0,9.0,0.0,5637.0,43.0,17.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5485,18000.0,20.0,668.95,6,100000.0,1,16.18,1.0,2.0,7.0,0.0,7010.0,50.1,23.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5609,20000.0,28.8,835.94,10,51000.0,1,29.62,0.0,2.0,14.0,0.0,10335.0,51.4,46.0,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5610,3025.0,16.4,106.95,10,82000.0,1,19.49,0.0,0.0,9.0,0.0,9721.0,53.0,33.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5659,8000.0,11.71,264.61,0,73336.0,1,9.35,0.0,0.0,7.0,0.0,3380.0,29.9,13.0,0.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5673,26000.0,16.4,919.23,10,115000.0,1,25.77,0.0,0.0,10.0,0.0,59844.0,94.5,25.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5676,2000.0,14.74,69.08,0,50000.0,1,2.16,0.0,3.0,5.0,0.0,2305.0,17.9,21.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5704,16500.0,12.4,370.38,9,35000.0,1,35.15,0.0,0.0,8.0,0.0,10376.0,29.1,13.0,0.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5721,18000.0,12.4,404.05,10,46000.0,1,25.83,0.0,0.0,10.0,0.0,15568.0,66.2,19.0,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5731,26225.0,7.56,816.49,10,118200.0,1,26.05,0.0,0.0,7.0,0.0,6006.0,57.2,35.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5757,7200.0,12.4,240.53,3,86000.0,1,16.92,0.0,2.0,9.0,0.0,4944.0,72.7,24.0,0.0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5769,30000.0,17.97,1084.13,10,199767.0,1,23.97,2.0,0.0,15.0,1.0,22535.0,86.0,32.0,1.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5788,8000.0,13.9,273.04,5,50000.0,1,31.28,0.0,0.0,10.0,0.0,9651.0,10.2,52.0,0.0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5803,21825.0,22.5,839.17,0,45000.0,1,36.61,0.0,0.0,17.0,0.0,37589.0,38.4,33.0,0.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5808,24000.0,17.97,609.06,10,65000.0,1,12.45,2.0,0.0,9.0,0.0,8740.0,53.6,31.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5893,25000.0,15.57,873.63,10,59000.0,1,22.6,0.0,1.0,7.0,0.0,13786.0,53.2,12.0,0.0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5974,21600.0,12.4,484.86,1,200000.0,1,22.39,0.0,0.0,16.0,0.0,18857.0,49.5,30.0,0.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6033,35000.0,17.97,888.2,10,42000.0,1,19.43,0.0,0.0,8.0,0.0,12292.0,41.8,15.0,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6086,40000.0,8.19,814.7,0,0.0,1,16.58,0.0,0.0,18.0,0.0,4948.0,5.7,39.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6163,10000.0,28.8,316.21,10,105000.0,1,21.93,0.0,0.0,9.0,0.0,5661.0,53.4,17.0,0.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6175,40000.0,11.02,870.1,3,500000.0,1,3.99,0.0,0.0,6.0,0.0,18996.0,76.0,29.0,0.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6254,3600.0,17.97,130.1,2,69000.0,0,33.3,0.0,3.0,22.0,0.0,8785.0,15.4,43.0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6300,12500.0,8.81,396.4,0,25000.0,1,9.79,0.0,2.0,9.0,0.0,931.0,3.2,39.0,0.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6364,12800.0,13.9,297.18,10,25000.0,1,93.79,0.0,0.0,8.0,0.0,33500.0,95.7,21.0,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6397,20000.0,12.4,668.12,10,104720.0,1,24.82,0.0,0.0,14.0,0.0,37194.0,84.5,35.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6479,17600.0,28.8,556.52,9,40000.0,1,34.92,0.0,0.0,5.0,0.0,10313.0,78.1,20.0,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6499,10000.0,14.74,345.39,1,38000.0,1,35.0,0.0,1.0,7.0,0.0,29756.0,93.3,13.0,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6528,8000.0,11.71,264.61,4,35000.0,1,12.31,0.0,0.0,7.0,0.0,3268.0,15.1,20.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6550,11500.0,8.19,234.23,10,58000.0,1,17.26,0.0,2.0,18.0,0.0,11367.0,16.8,39.0,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6592,5000.0,8.19,157.13,3,88000.0,1,14.33,0.0,0.0,6.0,0.0,13469.0,37.4,7.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6614,6000.0,20.0,222.99,10,51600.0,1,24.93,0.0,2.0,12.0,1.0,8743.0,28.1,53.0,1.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6689,5000.0,17.19,178.74,0,56000.0,1,8.21,0.0,5.0,13.0,0.0,3764.0,16.4,17.0,0.0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6703,35000.0,17.19,873.42,10,94000.0,1,26.61,0.0,1.0,17.0,0.0,18005.0,44.0,32.0,0.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6739,6000.0,7.02,185.32,10,55000.0,1,14.82,0.0,0.0,6.0,0.0,12549.0,43.3,17.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6817,3500.0,8.19,109.99,10,15000.0,1,10.0,0.0,0.0,13.0,0.0,2442.0,9.8,27.0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6827,40000.0,13.08,911.77,0,130000.0,1,15.68,0.0,1.0,14.0,0.0,41299.0,63.8,32.0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6837,3000.0,7.56,93.41,5,76000.0,1,17.35,0.0,1.0,13.0,0.0,3426.0,9.9,19.0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6842,12000.0,7.02,370.64,6,20000.0,1,32.23,0.0,0.0,7.0,0.0,1620.0,5.3,14.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6982,16000.0,15.57,385.45,0,105000.0,1,6.32,0.0,3.0,9.0,0.0,10154.0,27.1,34.0,0.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7031,18000.0,13.9,417.9,2,128000.0,1,18.69,0.0,0.0,11.0,1.0,2120.0,20.4,33.0,1.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7066,10000.0,16.4,353.55,10,125000.0,1,18.67,1.0,1.0,10.0,0.0,41845.0,51.0,23.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7105,3025.0,13.08,102.05,0,60000.0,1,9.96,0.0,0.0,4.0,0.0,969.0,48.5,6.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7127,30000.0,12.4,673.42,0,85000.0,1,23.51,0.0,1.0,9.0,0.0,15722.0,56.0,18.0,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7138,4800.0,14.74,165.79,10,96000.0,1,21.89,0.0,1.0,11.0,0.0,9343.0,73.0,20.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7285,5000.0,8.81,158.56,10,124000.0,1,23.27,0.0,0.0,16.0,0.0,36822.0,43.5,35.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7301,10000.0,11.71,330.76,5,31000.0,1,3.83,0.0,1.0,4.0,0.0,2358.0,20.5,19.0,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7332,11200.0,13.08,255.3,0,26400.0,1,36.64,0.0,0.0,6.0,0.0,3446.0,53.0,13.0,0.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7346,10000.0,14.74,236.54,10,56000.0,1,6.45,0.0,1.0,5.0,1.0,8888.0,60.5,19.0,1.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7368,20000.0,10.33,428.2,0,100000.0,1,22.91,0.0,0.0,15.0,0.0,30687.0,11.2,34.0,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7440,12000.0,14.74,414.46,10,52000.0,1,18.72,0.0,5.0,16.0,0.0,1361.0,12.0,18.0,0.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7464,10000.0,20.0,371.64,5,35000.0,1,22.63,0.0,1.0,9.0,0.0,4377.0,50.3,18.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7502,24000.0,11.02,522.06,4,75000.0,1,10.02,0.0,1.0,20.0,0.0,22748.0,11.0,38.0,0.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7548,24000.0,8.19,488.82,0,85000.0,1,12.95,0.0,0.0,8.0,0.0,31517.0,39.1,24.0,0.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7558,6400.0,10.33,207.51,10,65000.0,1,15.69,1.0,2.0,14.0,1.0,4091.0,5.3,42.0,1.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7581,4500.0,10.33,145.91,6,105000.0,1,12.87,1.0,0.0,11.0,0.0,11885.0,48.5,17.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7601,10000.0,20.0,264.94,10,43000.0,1,19.62,1.0,0.0,11.0,0.0,5211.0,19.8,21.0,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7690,7000.0,16.4,247.49,7,91000.0,1,20.4,0.0,3.0,25.0,0.0,23271.0,32.6,49.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7703,15000.0,13.08,341.92,2,132000.0,1,12.28,0.0,0.0,12.0,0.0,66547.0,24.9,53.0,0.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7833,30000.0,20.0,794.82,1,170000.0,1,21.22,0.0,2.0,24.0,1.0,35908.0,47.7,38.0,1.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7861,12800.0,20.0,339.13,10,105000.0,1,26.38,0.0,1.0,13.0,0.0,12519.0,32.5,28.0,0.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7914,5000.0,11.02,163.75,2,65000.0,1,9.01,0.0,0.0,9.0,0.0,2440.0,15.9,14.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7921,18000.0,8.19,565.64,0,88000.0,1,9.57,0.0,0.0,10.0,0.0,18119.0,30.6,22.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7963,10000.0,16.4,353.55,0,82000.0,1,23.87,0.0,0.0,9.0,0.0,25216.0,68.0,32.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8073,5000.0,20.0,185.82,10,97000.0,1,21.59,0.0,0.0,15.0,0.0,13735.0,44.2,31.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8109,12000.0,8.19,377.09,10,65000.0,1,16.49,0.0,2.0,25.0,0.0,24191.0,27.9,48.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8123,22000.0,13.9,510.77,10,100000.0,1,7.61,2.0,2.0,15.0,0.0,6712.0,10.1,24.0,0.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8128,5000.0,6.46,153.16,10,80000.0,1,10.5,0.0,1.0,3.0,0.0,2043.0,19.8,23.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
8138,5000.0,13.9,170.65,0,52000.0,0,9.6,0.0,3.0,7.0,0.0,4852.0,41.5,11.0,0.0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8240,25000.0,16.4,883.88,10,45000.0,1,11.71,1.0,0.0,23.0,0.0,15305.0,35.8,58.0,0.0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
8248,13000.0,15.57,313.18,2,120000.0,1,17.04,0.0,0.0,11.0,0.0,9727.0,56.6,47.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8294,14000.0,17.97,355.28,10,36000.0,1,15.33,0.0,0.0,7.0,0.0,14006.0,54.3,10.0,0.0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
8310,11000.0,20.0,291.44,5,78000.0,1,31.68,0.0,1.0,24.0,0.0,8185.0,21.4,47.0,0.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8335,25000.0,28.8,1044.93,9,108000.0,1,19.88,0.0,2.0,12.0,0.0,77912.0,61.7,30.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8361,16000.0,10.33,342.56,1,162000.0,1,4.63,0.0,1.0,11.0,0.0,9047.0,5.2,28.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8370,15000.0,15.57,361.36,10,145000.0,1,10.69,0.0,0.0,7.0,0.0,34673.0,64.9,14.0,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8389,25000.0,6.46,765.77,0,134532.0,1,3.89,0.0,1.0,9.0,0.0,2634.0,2.4,19.0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8396,10000.0,13.08,227.95,4,70000.0,1,27.26,0.0,2.0,21.0,0.0,23766.0,25.0,39.0,0.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
8420,5000.0,6.46,153.16,10,32000.0,1,17.89,0.0,0.0,13.0,0.0,6646.0,12.6,25.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
8458,5000.0,25.0,198.8,0,65000.0,1,30.04,0.0,2.0,17.0,0.0,53563.0,50.7,26.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8507,9000.0,7.56,280.21,8,83000.0,1,14.28,0.0,0.0,7.0,0.0,8090.0,61.3,19.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8521,37625.0,11.02,1232.16,10,144552.0,1,40.38,0.0,0.0,21.0,0.0,105426.0,75.9,30.0,0.0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
8551,12000.0,17.19,428.97,6,61500.0,1,25.66,1.0,2.0,17.0,0.0,17238.0,52.4,23.0,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
8579,10000.0,11.71,330.76,6,78500.0,1,5.63,0.0,0.0,10.0,1.0,12917.0,28.8,12.0,1.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
8679,7000.0,7.56,217.94,9,147000.0,1,10.49,0.0,2.0,16.0,0.0,11326.0,13.9,30.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8691,39075.0,11.02,1279.64,0,1750000.0,1,4.23,1.0,0.0,20.0,0.0,42663.0,42.5,41.0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8735,14500.0,13.9,494.88,10,61000.0,1,8.52,0.0,0.0,15.0,1.0,2745.0,12.9,48.0,1.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8744,2500.0,7.56,77.84,10,41000.0,1,10.42,0.0,0.0,8.0,0.0,6334.0,17.1,18.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8795,2000.0,22.5,76.9,0,18000.0,0,22.2,1.0,0.0,5.0,0.0,4293.0,67.1,7.0,0.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8858,15000.0,8.19,471.37,0,54000.0,1,18.16,0.0,3.0,7.0,0.0,0.0,0.0,24.0,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
8882,24000.0,6.46,735.14,5,101000.0,1,11.35,0.0,0.0,15.0,0.0,818.0,1.7,36.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
8906,3000.0,15.57,104.84,10,55000.0,1,27.97,0.0,2.0,11.0,1.0,8183.0,47.0,46.0,1.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
8910,10000.0,28.8,417.97,0,61000.0,1,22.23,0.0,0.0,9.0,1.0,11605.0,55.0,17.0,1.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8935,7700.0,6.46,235.86,7,90000.0,1,5.81,0.0,1.0,7.0,0.0,4585.0,15.0,48.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8947,26450.0,15.57,637.19,10,58780.0,1,0.51,0.0,0.0,8.0,1.0,45.0,0.0,15.0,1.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
9046,5000.0,13.08,168.67,0,50000.0,1,14.26,0.0,0.0,9.0,0.0,3247.0,23.5,10.0,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
9132,3500.0,8.81,110.99,6,42000.0,1,31.6,0.0,0.0,15.0,0.0,1006.0,1.9,18.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
9143,12000.0,15.57,289.09,10,69803.0,1,19.07,0.0,0.0,10.0,0.0,13995.0,53.2,17.0,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
9145,28000.0,22.5,781.32,9,102000.0,1,8.75,0.0,0.0,6.0,0.0,14693.0,70.6,14.0,0.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
9160,2200.0,10.33,71.33,0,40800.0,1,9.71,0.0,0.0,4.0,0.0,213.0,0.8,16.0,0.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9193,7200.0,7.02,222.39,9,144000.0,1,27.24,0.0,0.0,19.0,0.0,32542.0,32.0,47.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9263,4000.0,15.57,139.79,0,57612.0,1,30.18,0.0,0.0,12.0,0.0,17935.0,86.6,20.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
9334,15000.0,20.0,397.41,2,83000.0,1,12.26,0.0,0.0,11.0,1.0,1907.0,10.0,28.0,1.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
9359,18000.0,13.9,614.33,4,120000.0,1,8.04,0.0,0.0,14.0,0.0,12912.0,46.8,24.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
9384,15000.0,10.33,486.34,3,70000.0,1,4.83,0.0,0.0,5.0,0.0,10836.0,60.5,13.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
9394,3000.0,8.19,94.28,10,64000.0,1,10.44,0.0,1.0,12.0,0.0,7959.0,13.3,34.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
9557,28000.0,22.5,781.32,3,150000.0,1,9.54,0.0,1.0,7.0,0.0,105409.0,16.1,18.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9569,6000.0,22.5,230.7,2,180000.0,1,11.43,0.0,0.0,10.0,1.0,22894.0,82.9,24.0,1.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
